x,lambdaTime_1e-05,lambdaRate_1e-05,lambda
-3.2031e+06,NaN,NaN,2.4571e-20
-3.1836e+06,NaN,NaN,4.1149e-20
-3.1641e+06,NaN,NaN,6.8836e-20
-3.1445e+06,NaN,NaN,1.1502e-19
-3.125e+06,NaN,NaN,1.9198e-19
-3.1055e+06,NaN,NaN,3.2006e-19
-3.0859e+06,NaN,NaN,5.3298e-19
-3.0664e+06,NaN,NaN,8.8652e-19
-3.0469e+06,NaN,NaN,1.4729e-18
-3.0273e+06,NaN,NaN,2.4441e-18
-3.0078e+06,NaN,NaN,4.051e-18
-2.9883e+06,NaN,NaN,6.7062e-18
-2.9688e+06,NaN,NaN,1.1089e-17
-2.9492e+06,NaN,NaN,1.8312e-17
-2.9297e+06,NaN,NaN,3.0204e-17
-2.9102e+06,NaN,NaN,4.9758e-17
-2.8906e+06,NaN,NaN,8.1867e-17
-2.8711e+06,NaN,NaN,1.3453e-16
-2.8516e+06,NaN,NaN,2.2077e-16
-2.832e+06,NaN,NaN,3.6185e-16
-2.8125e+06,NaN,NaN,5.9231e-16
-2.793e+06,NaN,NaN,9.6827e-16
-2.7734e+06,NaN,NaN,1.5808e-15
-2.7539e+06,NaN,NaN,2.5773e-15
-2.7344e+06,NaN,NaN,4.1964e-15
-2.7148e+06,NaN,NaN,6.8232e-15
-2.6953e+06,NaN,NaN,1.1079e-14
-2.6758e+06,NaN,NaN,1.7965e-14
-2.6563e+06,NaN,NaN,2.9089e-14
-2.6367e+06,NaN,NaN,4.7034e-14
-2.6172e+06,NaN,NaN,7.5942e-14
-2.5977e+06,NaN,NaN,1.2244e-13
-2.5781e+06,NaN,NaN,1.9712e-13
-2.5586e+06,NaN,NaN,3.1687e-13
-2.5391e+06,NaN,NaN,5.0862e-13
-2.5195e+06,NaN,NaN,8.1518e-13
-2.5e+06,NaN,NaN,1.3045e-12
-2.4805e+06,NaN,NaN,2.0844e-12
-2.4609e+06,NaN,NaN,3.3253e-12
-2.4414e+06,NaN,NaN,5.2965e-12
-2.4219e+06,NaN,NaN,8.423e-12
-2.4023e+06,NaN,NaN,1.3373e-11
-2.3828e+06,NaN,NaN,2.1198e-11
-2.3633e+06,NaN,NaN,3.3546e-11
-2.3438e+06,NaN,NaN,5.2999e-11
-2.3242e+06,NaN,NaN,8.3589e-11
-2.3047e+06,NaN,NaN,1.3161e-10
-2.2852e+06,NaN,NaN,2.0686e-10
-2.2656e+06,NaN,NaN,3.2456e-10
-2.2461e+06,NaN,NaN,5.0833e-10
-2.2266e+06,NaN,NaN,7.9472e-10
-2.207e+06,NaN,NaN,1.2402e-09
-2.1875e+06,NaN,NaN,1.9317e-09
-2.168e+06,NaN,NaN,3.0032e-09
-2.1484e+06,NaN,NaN,4.6602e-09
-2.1289e+06,NaN,NaN,7.2173e-09
-2.1094e+06,NaN,NaN,1.1156e-08
-2.0898e+06,NaN,NaN,1.7208e-08
-2.0703e+06,NaN,NaN,2.6491e-08
-2.0508e+06,NaN,NaN,4.0696e-08
-2.0313e+06,NaN,NaN,6.2387e-08
-2.0117e+06,NaN,NaN,9.5434e-08
-1.9922e+06,NaN,NaN,1.4567e-07
-1.9727e+06,NaN,NaN,2.2185e-07
-1.9531e+06,NaN,NaN,3.3709e-07
-1.9336e+06,NaN,NaN,5.1102e-07
-1.9141e+06,NaN,NaN,7.7285e-07
-1.8945e+06,NaN,NaN,1.166e-06
-1.875e+06,NaN,NaN,1.7547e-06
-1.8555e+06,NaN,NaN,2.6339e-06
-1.8359e+06,NaN,NaN,3.9433e-06
-1.8164e+06,NaN,NaN,5.8877e-06
-1.7969e+06,NaN,NaN,8.7664e-06
-1.7773e+06,NaN,NaN,1.3015e-05
-1.7578e+06,NaN,NaN,1.9265e-05
-1.7383e+06,NaN,NaN,2.843e-05
-1.7188e+06,NaN,NaN,4.1819e-05
-1.6992e+06,NaN,NaN,6.1309e-05
-1.6797e+06,NaN,NaN,8.9571e-05
-1.6602e+06,NaN,NaN,0.00013038
-1.6406e+06,NaN,NaN,0.00018907
-1.6211e+06,NaN,NaN,0.00027306
-1.6016e+06,NaN,NaN,0.00039267
-1.582e+06,NaN,NaN,0.00056212
-1.5625e+06,NaN,NaN,0.00080078
-1.543e+06,NaN,NaN,0.0011348
-1.5234e+06,NaN,NaN,0.0015992
-1.5039e+06,NaN,NaN,0.0022398
-1.4844e+06,NaN,NaN,0.0031163
-1.4648e+06,NaN,NaN,0.0043042
-1.4453e+06,NaN,NaN,0.0058973
-1.4258e+06,NaN,NaN,0.0080086
-1.4063e+06,NaN,NaN,0.010769
-1.3867e+06,NaN,NaN,0.014321
-1.3672e+06,NaN,NaN,0.018811
-1.3477e+06,NaN,NaN,0.024368
-1.3281e+06,NaN,NaN,0.031071
-1.3086e+06,NaN,NaN,0.038913
-1.2891e+06,NaN,NaN,0.047748
-1.2695e+06,NaN,NaN,0.050109
-1.25e+06,NaN,NaN,0.050351
-1.2305e+06,NaN,NaN,0.051301
-1.2109e+06,NaN,NaN,0.058578
-1.1914e+06,NaN,NaN,0.070881
-1.1719e+06,NaN,NaN,0.086759
-1.1523e+06,NaN,NaN,0.10511
-1.1328e+06,NaN,NaN,0.12457
-1.1133e+06,NaN,NaN,0.14371
-1.0938e+06,NaN,NaN,0.16138
-1.0742e+06,NaN,NaN,0.1769
-1.0547e+06,NaN,NaN,0.19003
-1.0352e+06,NaN,NaN,0.20085
-1.0156e+06,NaN,NaN,0.20959
-9.9609e+05,NaN,NaN,0.21658
-9.7656e+05,NaN,NaN,0.22212
-9.5703e+05,NaN,NaN,0.22647
-9.375e+05,NaN,NaN,0.22989
-9.1797e+05,NaN,NaN,0.23255
-8.9844e+05,NaN,NaN,0.23463
-8.7891e+05,NaN,NaN,0.23625
-8.5938e+05,NaN,NaN,0.2375
-8.3984e+05,NaN,NaN,0.23848
-8.2031e+05,NaN,NaN,0.23923
-8.0078e+05,NaN,NaN,0.23982
-7.8125e+05,NaN,NaN,0.24027
-7.6172e+05,NaN,NaN,0.24063
-7.4219e+05,NaN,NaN,0.2409
-7.2266e+05,NaN,NaN,0.24111
-7.0313e+05,NaN,NaN,0.24127
-6.8359e+05,NaN,NaN,0.2414
-6.6406e+05,NaN,NaN,0.2415
-6.4453e+05,NaN,NaN,0.24157
-6.25e+05,NaN,NaN,0.24163
-6.0547e+05,NaN,NaN,0.24168
-5.8594e+05,NaN,NaN,0.24171
-5.6641e+05,NaN,NaN,0.24174
-5.4688e+05,NaN,NaN,0.24176
-5.2734e+05,NaN,NaN,0.24178
-5.0781e+05,NaN,NaN,0.24179
-4.8828e+05,NaN,NaN,0.2418
-4.6875e+05,NaN,NaN,0.24181
-4.4922e+05,NaN,NaN,0.24181
-4.2969e+05,NaN,NaN,0.24182
-4.1016e+05,NaN,NaN,0.24182
-3.9063e+05,NaN,NaN,0.24182
-3.7109e+05,NaN,NaN,0.24182
-3.5156e+05,NaN,NaN,0.24183
-3.3203e+05,NaN,NaN,0.24183
-3.125e+05,NaN,NaN,0.24183
-2.9297e+05,NaN,NaN,0.24183
-2.7344e+05,NaN,NaN,0.24183
-2.5391e+05,NaN,NaN,0.24183
-2.3438e+05,NaN,NaN,0.24183
-2.1484e+05,NaN,NaN,0.24183
-1.9531e+05,NaN,NaN,0.24183
-1.7578e+05,NaN,NaN,0.24183
-1.5625e+05,NaN,NaN,0.24183
-1.3672e+05,NaN,NaN,0.24183
-1.1719e+05,NaN,NaN,0.24183
-97656,NaN,NaN,0.24183
-78125,NaN,NaN,0.24183
-58594,NaN,NaN,0.24183
-39063,NaN,NaN,0.24183
-19531,NaN,NaN,0.24183
0,0.0050003,NaN,0.24183
19531,0.025001,976.51,0.24183
39063,0.045002,976.51,0.24183
58594,0.085004,488.26,0.24183
78125,0.17501,217,0.24183
97656,0.36002,105.57,0.24183
1.1719e+05,0.70504,56.609,0.24183
1.3672e+05,1.2201,37.923,0.24183
1.5625e+05,1.8801,29.591,0.24183
1.7578e+05,2.6551,25.2,0.24183
1.9531e+05,3.5152,22.71,0.24183
2.1484e+05,4.4402,21.114,0.24183
2.3438e+05,5.4203,19.929,0.24183
2.5391e+05,6.4403,19.147,0.24183
2.7344e+05,7.4904,18.6,0.24183
2.9297e+05,8.5704,18.084,0.24183
3.125e+05,9.6705,17.755,0.24183
3.3203e+05,10.786,17.516,0.24183
3.5156e+05,11.916,17.283,0.24183
3.7109e+05,13.056,17.132,0.24182
3.9063e+05,14.206,16.983,0.24182
4.1016e+05,15.366,16.836,0.24182
4.2969e+05,16.531,16.764,0.24182
4.4922e+05,17.701,16.693,0.24181
4.6875e+05,18.871,16.693,0.24181
4.8828e+05,20.051,16.551,0.2418
5.0781e+05,21.231,16.551,0.24179
5.2734e+05,22.416,16.481,0.24178
5.4688e+05,23.601,16.481,0.24176
5.6641e+05,24.791,16.412,0.24174
5.8594e+05,25.981,16.412,0.24171
6.0547e+05,27.176,16.343,0.24168
6.25e+05,28.366,16.412,0.24163
6.4453e+05,29.561,16.343,0.24157
6.6406e+05,30.757,16.343,0.2415
6.8359e+05,31.952,16.343,0.2414
7.0313e+05,33.152,16.275,0.24127
7.2266e+05,34.347,16.343,0.24111
7.4219e+05,35.547,16.275,0.2409
7.6172e+05,36.742,16.343,0.24063
7.8125e+05,37.942,16.275,0.24027
8.0078e+05,39.142,16.275,0.23982
8.2031e+05,40.342,16.275,0.23923
8.3984e+05,41.542,16.275,0.23848
8.5938e+05,42.742,16.275,0.2375
8.7891e+05,43.942,16.275,0.23625
8.9844e+05,45.142,16.275,0.23463
9.1797e+05,46.342,16.275,0.23255
9.375e+05,47.542,16.275,0.22989
9.5703e+05,48.742,16.275,0.22647
9.7656e+05,49.942,16.275,0.22212
9.9609e+05,51.148,16.208,0.21658
1.0156e+06,52.348,16.275,0.20959
1.0352e+06,53.548,16.275,0.20085
1.0547e+06,54.753,16.208,0.19003
1.0742e+06,55.953,16.275,0.1769
1.0938e+06,57.153,16.275,0.16138
1.1133e+06,58.353,16.275,0.14371
1.1328e+06,59.558,16.208,0.12457
1.1523e+06,60.758,16.275,0.10511
1.1719e+06,61.958,16.275,0.086759
1.1914e+06,63.163,16.208,0.070881
1.2109e+06,64.363,16.275,0.058578
1.2305e+06,65.563,16.275,0.051301
1.25e+06,66.768,16.208,0.050351
1.2695e+06,67.968,16.275,0.050109
1.2891e+06,69.168,16.275,0.047748
1.3086e+06,70.374,16.208,0.038913
1.3281e+06,71.574,16.275,0.031071
1.3477e+06,72.774,16.275,0.024368
1.3672e+06,73.979,16.208,0.018811
1.3867e+06,75.179,16.275,0.014321
1.4063e+06,76.379,16.275,0.010769
1.4258e+06,77.584,16.208,0.0080086
1.4453e+06,78.784,16.275,0.0058973
1.4648e+06,79.984,16.275,0.0043042
1.4844e+06,81.184,16.275,0.0031163
1.5039e+06,82.389,16.208,0.0022398
1.5234e+06,83.589,16.275,0.0015992
1.543e+06,84.789,16.275,0.0011348
1.5625e+06,85.989,16.275,0.00080078
1.582e+06,87.194,16.208,0.00056212
1.6016e+06,88.394,16.275,0.00039267
1.6211e+06,89.594,16.275,0.00027306
1.6406e+06,90.795,16.275,0.00018907
1.6602e+06,91.995,16.275,0.00013038
1.6797e+06,93.2,16.208,8.9571e-05
1.6992e+06,94.4,16.275,6.1309e-05
1.7188e+06,95.6,16.275,4.1819e-05
1.7383e+06,96.8,16.275,2.843e-05
1.7578e+06,98,16.275,1.9265e-05
1.7773e+06,99.2,16.275,1.3015e-05
1.7969e+06,NaN,NaN,8.7664e-06
1.8164e+06,NaN,NaN,5.8877e-06
1.8359e+06,NaN,NaN,3.9433e-06
1.8555e+06,NaN,NaN,2.6339e-06
1.875e+06,NaN,NaN,1.7547e-06
1.8945e+06,NaN,NaN,1.166e-06
1.9141e+06,NaN,NaN,7.7285e-07
1.9336e+06,NaN,NaN,5.1102e-07
1.9531e+06,NaN,NaN,3.3709e-07
1.9727e+06,NaN,NaN,2.2185e-07
1.9922e+06,NaN,NaN,1.4567e-07
2.0117e+06,NaN,NaN,9.5434e-08
2.0313e+06,NaN,NaN,6.2387e-08
2.0508e+06,NaN,NaN,4.0696e-08
2.0703e+06,NaN,NaN,2.6491e-08
2.0898e+06,NaN,NaN,1.7208e-08
2.1094e+06,NaN,NaN,1.1156e-08
2.1289e+06,NaN,NaN,7.2173e-09
2.1484e+06,NaN,NaN,4.6602e-09
2.168e+06,NaN,NaN,3.0032e-09
2.1875e+06,NaN,NaN,1.9317e-09
2.207e+06,NaN,NaN,1.2402e-09
2.2266e+06,NaN,NaN,7.9472e-10
2.2461e+06,NaN,NaN,5.0833e-10
2.2656e+06,NaN,NaN,3.2456e-10
2.2852e+06,NaN,NaN,2.0686e-10
2.3047e+06,NaN,NaN,1.3161e-10
2.3242e+06,NaN,NaN,8.3589e-11
2.3438e+06,NaN,NaN,5.2999e-11
2.3633e+06,NaN,NaN,3.3546e-11
2.3828e+06,NaN,NaN,2.1198e-11
2.4023e+06,NaN,NaN,1.3373e-11
2.4219e+06,NaN,NaN,8.423e-12
2.4414e+06,NaN,NaN,5.2965e-12
2.4609e+06,NaN,NaN,3.3253e-12
2.4805e+06,NaN,NaN,2.0844e-12
2.5e+06,NaN,NaN,1.3045e-12
2.5195e+06,NaN,NaN,8.1518e-13
2.5391e+06,NaN,NaN,5.0862e-13
2.5586e+06,NaN,NaN,3.1687e-13
2.5781e+06,NaN,NaN,1.9712e-13
2.5977e+06,NaN,NaN,1.2244e-13
2.6172e+06,NaN,NaN,7.5942e-14
2.6367e+06,NaN,NaN,4.7034e-14
2.6563e+06,NaN,NaN,2.9089e-14
2.6758e+06,NaN,NaN,1.7965e-14
2.6953e+06,NaN,NaN,1.1079e-14
2.7148e+06,NaN,NaN,6.8232e-15
2.7344e+06,NaN,NaN,4.1964e-15
2.7539e+06,NaN,NaN,2.5773e-15
2.7734e+06,NaN,NaN,1.5808e-15
2.793e+06,NaN,NaN,9.6827e-16
2.8125e+06,NaN,NaN,5.9231e-16
2.832e+06,NaN,NaN,3.6185e-16
2.8516e+06,NaN,NaN,2.2077e-16
2.8711e+06,NaN,NaN,1.3453e-16
2.8906e+06,NaN,NaN,8.1867e-17
2.9102e+06,NaN,NaN,4.9758e-17
2.9297e+06,NaN,NaN,3.0204e-17
2.9492e+06,NaN,NaN,1.8312e-17
2.9688e+06,NaN,NaN,1.1089e-17
2.9883e+06,NaN,NaN,6.7062e-18
3.0078e+06,NaN,NaN,4.051e-18
3.0273e+06,NaN,NaN,2.4441e-18
3.0469e+06,NaN,NaN,1.4729e-18
3.0664e+06,NaN,NaN,8.8652e-19
3.0859e+06,NaN,NaN,5.3298e-19
3.1055e+06,NaN,NaN,3.2006e-19
3.125e+06,NaN,NaN,1.9198e-19
3.1445e+06,NaN,NaN,1.1502e-19
3.1641e+06,NaN,NaN,6.8836e-20
3.1836e+06,NaN,NaN,4.1149e-20
3.2031e+06,NaN,NaN,2.4571e-20
3.2227e+06,NaN,NaN,1.4656e-20
3.2422e+06,NaN,NaN,8.7322e-21
3.2617e+06,NaN,NaN,5.1971e-21
3.2813e+06,NaN,NaN,3.0899e-21
3.3008e+06,NaN,NaN,1.835e-21
3.3203e+06,NaN,NaN,1.0887e-21
3.3398e+06,NaN,NaN,6.4519e-22
3.3594e+06,NaN,NaN,3.8197e-22
3.3789e+06,NaN,NaN,2.259e-22
3.3984e+06,NaN,NaN,1.3346e-22
3.418e+06,NaN,NaN,7.8771e-23
3.4375e+06,NaN,NaN,4.6444e-23
3.457e+06,NaN,NaN,2.7356e-23
3.4766e+06,NaN,NaN,1.6097e-23
3.4961e+06,NaN,NaN,9.4628e-24
3.5156e+06,NaN,NaN,5.5572e-24
3.5352e+06,NaN,NaN,3.2604e-24
3.5547e+06,NaN,NaN,1.9111e-24
3.5742e+06,NaN,NaN,1.1191e-24
3.5938e+06,NaN,NaN,6.5467e-25
3.6133e+06,NaN,NaN,3.8263e-25
3.6328e+06,NaN,NaN,2.2342e-25
3.6523e+06,NaN,NaN,1.3034e-25
3.6719e+06,NaN,NaN,7.5965e-26
3.6914e+06,NaN,NaN,4.4234e-26
3.7109e+06,NaN,NaN,2.5734e-26
3.7305e+06,NaN,NaN,1.4958e-26
3.75e+06,NaN,NaN,8.6862e-27
3.7695e+06,NaN,NaN,5.0397e-27
3.7891e+06,NaN,NaN,2.9215e-27
3.8086e+06,NaN,NaN,1.692e-27
3.8281e+06,NaN,NaN,9.7914e-28
3.8477e+06,NaN,NaN,5.6611e-28
3.8672e+06,NaN,NaN,3.2702e-28
3.8867e+06,NaN,NaN,1.8875e-28
3.9063e+06,NaN,NaN,1.0885e-28
3.9258e+06,NaN,NaN,6.2719e-29
3.9453e+06,NaN,NaN,3.6108e-29
3.9648e+06,NaN,NaN,2.0771e-29
3.9844e+06,NaN,NaN,1.1938e-29
4.0039e+06,NaN,NaN,6.8559e-30
4.0234e+06,NaN,NaN,3.9341e-30
4.043e+06,NaN,NaN,2.2556e-30
4.0625e+06,NaN,NaN,1.2922e-30
4.082e+06,NaN,NaN,7.3971e-31
4.1016e+06,NaN,NaN,4.231e-31
4.1211e+06,NaN,NaN,2.4181e-31
4.1406e+06,NaN,NaN,1.3809e-31
4.1602e+06,NaN,NaN,7.88e-32
4.1797e+06,NaN,NaN,4.4931e-32
4.1992e+06,NaN,NaN,2.5599e-32
4.2188e+06,NaN,NaN,1.4574e-32
4.2383e+06,NaN,NaN,8.291e-33
4.2578e+06,NaN,NaN,4.713e-33
4.2773e+06,NaN,NaN,2.6771e-33
4.2969e+06,NaN,NaN,1.5195e-33
4.3164e+06,NaN,NaN,8.6186e-34
4.3359e+06,NaN,NaN,4.8847e-34
4.3555e+06,NaN,NaN,2.7664e-34
4.375e+06,NaN,NaN,1.5656e-34
4.3945e+06,NaN,NaN,8.854e-35
4.4141e+06,NaN,NaN,5.0036e-35
4.4336e+06,NaN,NaN,2.8256e-35
4.4531e+06,NaN,NaN,1.5945e-35
4.4727e+06,NaN,NaN,8.9919e-36
4.4922e+06,NaN,NaN,5.0671e-36
4.5117e+06,NaN,NaN,2.8534e-36
4.5313e+06,NaN,NaN,1.6057e-36
4.5508e+06,NaN,NaN,9.0299e-37
4.5703e+06,NaN,NaN,5.0745e-37
4.5898e+06,NaN,NaN,2.8497e-37
4.6094e+06,NaN,NaN,1.5993e-37
4.6289e+06,NaN,NaN,8.9691e-38
4.6484e+06,NaN,NaN,5.0267e-38
4.668e+06,NaN,NaN,2.8153e-38
4.6875e+06,NaN,NaN,1.5758e-38
4.707e+06,NaN,NaN,8.8138e-39
4.7266e+06,NaN,NaN,4.9267e-39
4.7461e+06,NaN,NaN,2.7521e-39
4.7656e+06,NaN,NaN,1.5364e-39
4.7852e+06,NaN,NaN,8.5718e-40
4.8047e+06,NaN,NaN,4.7797e-40
4.8242e+06,NaN,NaN,2.664e-40
4.8438e+06,NaN,NaN,1.4846e-40
4.8633e+06,NaN,NaN,8.2777e-41
4.8828e+06,NaN,NaN,4.6254e-41
4.9023e+06,NaN,NaN,2.6001e-41
4.9219e+06,NaN,NaN,1.4828e-41
4.9414e+06,NaN,NaN,8.733e-42
4.9609e+06,NaN,NaN,5.4933e-42
4.9805e+06,NaN,NaN,3.9128e-42
